Date,Year,Type,Area,Location,Sex,Injury,Fatal,Time,Species,AgeGroup,ActivityGroup,CleanedCountry,TimeOfDay,TimePeriod,country
1971-10-27,1971.0,Provoked,New South Wales,"Marineland, Sydney",Unknown,Unknown,False,,Unknown Shark,Adult,Other/Unknown,Oceania,Unknown,Unknown,Unknown
1971-10-23,1971.0,Unprovoked,Florida,"Ft. Pierce, St Lucie County",Male,Unknown,False,Afternoon,Unknown Shark,Teen,In Water,Other/Unknown,Afternoon,Afternoon,Unknown
1971-10-14,1971.0,Unprovoked,Kwazulu-Natal,"North Beach, Durban",Male,Unknown,False,Evening,Unknown Shark,Adult,In Water,Unknown,Evening,Evening,South Africa
1971-10-02,1971.0,Unprovoked,California,"Sea Ranch, Sonoma County",Male,Unknown,False, 14h00,Great White Shark,Adult,In Water,Other/Unknown,Afternoon,Afternoon,Unknown
1971-09-25,1971.0,Unprovoked,North Carolina,"Emerald Isle, Carteret County",Unknown,Unknown,False,,Unknown Shark,Teen,In Water,Other/Unknown,Unknown,Unknown,United States
1971-09-07,1971.0,Unprovoked,Istria County,Ika,Male,Fatal injury,True,10h30,Great White Shark,Adult,In Water,Europe,Morning,Morning,Unknown
1971-09-05,1971.0,Unprovoked,South Australia,Adelaide,Male,Fatal injury,True,,Unknown Shark,Adult,On Boat,Oceania,Unknown,Unknown,Australia
1971-08-21,1971.0,Provoked,New South Wales,"Manly Marineland, Sydney",Male,Unknown,False,13h15,Grey Nurse Shark,Adult,In Water,Oceania,Afternoon,Afternoon,Unknown
1971-07-26,1971.0,Unprovoked,Florida,"Daytona Beach, Volusia County",Male,Unknown,False,Afternoon,Unknown Shark,Child,Other/Unknown,Other/Unknown,Afternoon,Afternoon,United States
1971-07-19,1971.0,Unprovoked,California,"Point Purisima, Santa Barbara County",Male,Unknown,False,,Great White Shark,,In Water,Other/Unknown,Unknown,Unknown,Unknown
1971-06-30,1971.0,Unprovoked,Western Cape Province,Mossel Bay,Male,Unknown,False,15h35,Great White Shark,Adult,In Water,Unknown,Afternoon,Afternoon,South Africa
1971-06-01,1971.0,Unprovoked,South Devon,Beesands,Male,No injury,False,,Porbeagle Shark,Adult,In Water,Europe,Unknown,Unknown,Unknown
,1971.0,Unprovoked,Coast Province,Watamu,Male,Unknown,False,,Unknown Shark,Teen,In Water,Africa,Unknown,Unknown,Unknown
1971-04-11,1971.0,Unprovoked,Western Cape Province,Buffels Bay,Male,Fatal injury,True,11h30,Great White Shark,,In Water,Unknown,Morning,Morning,Unknown
1971-04-06,1971.0,Unprovoked,Guerrero,"Copacabana Beach, Acapulco",Male,Fatal injury,True,11h00,Unknown Shark,Teen,In Water,North America,Morning,Morning,Unknown
1971-04-05,1971.0,Unprovoked,,,Male,Fatal injury,True,,Unknown Shark,Teen,Other/Unknown,South America,Unknown,Unknown,Unknown
1971-04-05,1971.0,Unprovoked,,,Male,Fatal injury,True,,Unknown Shark,Senior,Other/Unknown,South America,Unknown,Unknown,Unknown
,1971.0,Sea Disaster,Between Beira & Maputo,,Unknown,Fatal injury,True,,Unknown Shark,,Other/Unknown,Africa,Unknown,Unknown,Unknown
1971-03-30,1971.0,Unprovoked,South Island,Dunedin,Male,Unknown,False,10h20,Great White Shark,Teen,In Water,Oceania,Morning,Morning,Unknown
1971-01-02,1971.0,Unprovoked,Tasmania,,Male,Unknown,False,16h30,Unknown Shark,,In Water,Oceania,Afternoon,Evening,Unknown
,1971.0,Unprovoked,South Australia,Southport,Male,Unknown,False,,Great White Shark,Teen,In Water,Oceania,Unknown,Unknown,Unknown
,1971.0,Unprovoked,Khuzestan Province,"Ahvaz, On The Karun River",Male,Unknown,False,,Unknown Shark,,Other/Unknown,Asia,Unknown,Unknown,Unknown
,1971.0,Unprovoked,Khuzestan Province,"Ahvaz, On The Karun River",Male,Unknown,False,,Unknown Shark,,Other/Unknown,Asia,Unknown,Unknown,Unknown
1970-12-17,1970.0,Unprovoked,Inhambe Province,"Inhasoka, Inhambe Bay",Male,Fatal injury,True,15h00,Unknown Shark,Teen,On Boat,Africa,Afternoon,Afternoon,Unknown
1970-12-13,1970.0,Unprovoked,Inhambe Province,"Inhambe Bay Estuary, 10 To 12 Miles Inland From The Sea",Male,Fatal injury,True,,Unknown Shark,,On Boat,Africa,Unknown,Unknown,Unknown
1970-12-07,1970.0,Unprovoked,Namonuito Atoll,Pisarach (Pisaras),Male,Unknown,False,23h00,Unknown Shark,,On Boat,Oceania,Overnight,Overnight,Unknown
1970-12-03,1970.0,Sea Disaster,Hawaii,Kauai,Male,Unknown,False,,Unknown Shark,Adult,Accident/Survival,Other/Unknown,Unknown,Unknown,United States
,1970.0,Unprovoked,,,Male,Unknown,False,,Unknown Shark,,Other/Unknown,Other/Unknown,Unknown,Unknown,Unknown
1970-10-24,1970.0,Unprovoked,Hawaii,"Brennecke Beach, Po'Ipu, Kaua'I",Male,Unknown,False,,Unknown Shark,,In Water,Other/Unknown,Unknown,Unknown,Unknown
,1970.0,Unprovoked,Florida,"Matanzas Inlet, St Johns County",Male,Unknown,False,,Unknown Shark,,In Water,Other/Unknown,Unknown,Unknown,Unknown
1970-09-28,1970.0,Unprovoked,Eastern Caroline Islands,Truk Lagoon,Male,Unknown,False,10h00,Unknown Shark,Adult,In Water,Oceania,Morning,Morning,Unknown
1970-09-13,1970.0,Provoked,Western Caroline Islands (North Pacific Ocean),Outside Barrier Reef,Male,Unknown,False,,Unknown Shark,Adult,On Boat,Oceania,Unknown,Unknown,Unknown
1970-09-05,1970.0,Unprovoked,Florida,"Cocoa Beach, Brevard County",Male,Unknown,False,11h30,Unknown Shark,Teen,Other/Unknown,Other/Unknown,Morning,Morning,United States
1970-09-02,1970.0,Provoked,New South Wales,"Marineland, Sydney",Male,Unknown,False,,Unknown Shark,Adult,Other/Unknown,Oceania,Unknown,Unknown,Unknown
,1970.0,Unprovoked,South Carolina,,Male,Unknown,False,,Unknown Shark,,In Water,Other/Unknown,Unknown,Unknown,Unknown
,1970.0,Unprovoked,Florida,Pinellas County,Male,Unknown,False,,Unknown Shark,,In Water,Other/Unknown,Unknown,Unknown,Unknown
1970-08-02,1970.0,Invalid,Caribbean Sea,Between St. Kitts & Nevis,Unknown,Unknown,False,Afternoon,Unknown Shark,,On Boat,Other/Unknown,Afternoon,Afternoon,Unknown
1970-07-05,1970.0,Unprovoked,,,Male,Unknown,False,Night,Shortfin Mako Shark,,Other/Unknown,Other/Unknown,Overnight,Overnight,Unknown
1970-06-22,1970.0,Provoked,Florida,"Dania, Broward County",Male,Unknown,False,,Unknown Shark,Teen,On Boat,Other/Unknown,Unknown,Unknown,Unknown
1970-06-15,1970.0,Provoked,Kwazulu-Natal,"Shark Tank, Oceanographic Research Institute, Durban",Male,Unknown,False,16h00,Sand Tiger Shark,Adult,In Water,Unknown,Afternoon,Evening,Unknown
1970-06-13,1970.0,Unprovoked,St. Andrew Parish,Grenville,Male,Fatal injury,True,14h00,Unknown Shark,Teen,Other/Unknown,Caribbean,Afternoon,Afternoon,Unknown
1970-06-13,1970.0,Unprovoked,St. Andrew Parish,Grenville,Male,Fatal injury,True,14h00,Unknown Shark,Teen,Other/Unknown,Caribbean,Afternoon,Afternoon,Unknown
,1970.0,Sea Disaster,200 Nm Southeast Of Manila,,Unknown,Unknown,True,,Unknown Shark,,Other/Unknown,Asia,Unknown,Unknown,Unknown
1970-04-04,1970.0,Unprovoked,St. Andrew Parish,Grenville,Male,Fatal injury,True,16h00,Unknown Shark,Teen,In Water,Caribbean,Afternoon,Evening,Unknown
,1970.0,Provoked,,,Male,Unknown,False,,Wobbegong Shark,,In Water,Other/Unknown,Unknown,Unknown,Unknown
,1970.0,Unprovoked,,,Male,Unknown,False,,Wobbegong Shark,,In Water,Oceania,Unknown,Unknown,Unknown
1970-03-31,1970.0,Invalid,Hawaii,"Waimea Bay, O'Ahu",Male,Unknown,False,,Unknown Shark,,In Water,Other/Unknown,Unknown,Unknown,Unknown
1970-03-23,1970.0,Unprovoked,Florida,Manatee County,Male,Unknown,False,Late afternoon,Unknown Shark,Teen,Other/Unknown,Other/Unknown,Afternoon,Afternoon,Unknown
1970-02-05,1970.0,Unprovoked,,,Female,Unknown,False,,Carpet Shark,Child,Other/Unknown,Other/Unknown,Unknown,Unknown,Unknown
1970-01-23,1970.0,Unprovoked,Limpopo River,3.2 Km Inland,Male,Unknown,False,,Unknown Shark,Teen,In Water,Africa,Unknown,Unknown,Unknown
1970-01-23,1970.0,Unprovoked,Limpopo River,"Gijana, 150 Km Inland",Male,Unknown,False,,Unknown Shark,Teen,In Water,Africa,Unknown,Unknown,Unknown
1970-01-23,1970.0,Unprovoked,Limpopo River,"Gijana, 150 Km Inland",Male,Unknown,False,,Unknown Shark,Child,In Water,Africa,Unknown,Unknown,Unknown
1970-01-23,1970.0,Unprovoked,Limpopo River,"Gijana, 150 Km Inland",Male,Unknown,False,,Unknown Shark,Child,In Water,Africa,Unknown,Unknown,Unknown
,1970.0,Sea Disaster,Red Sea,A Few Miles South Of Port Suez,Male,Fatal injury,True,,Unknown Shark,,Other/Unknown,Africa,Unknown,Unknown,Unknown
1970-01-10,1970.0,Unprovoked,Guerrero,Acapulco,Male,Unknown,False,,Unknown Shark,Adult,In Water,North America,Unknown,Unknown,Unknown
,1970.0,Unprovoked,Devon,Teignmouth,Male,Unknown,False,,Unknown Shark,,Other/Unknown,Europe,Unknown,Unknown,Unknown
,1970.0,Unprovoked,New Ireland Province,,Male,Unknown,False,,Unknown Shark,Teen,In Water,Oceania,Unknown,Unknown,Unknown
,1970.0,Unprovoked,Western Province,Colombo Harbor,Male,Unknown,False,,Unknown Shark,,In Water,Asia,Unknown,Unknown,Unknown
,1970.0,Unprovoked,Canary Islands,"Icod De Los Vinos, Tenerife",Male,Minor injury,False,,Unknown Shark,,On Boat,Europe,Unknown,Unknown,Unknown
,1970.0,Boat,Sardinia,Golfo Di Oristano,Male,No injury,False,,Great White Shark,,On Boat,Europe,Unknown,Unknown,Unknown
,1970.0,Unprovoked,Zadar County,Novigrad,Male,Unknown,False,,Great White Shark,,On Boat,Europe,Unknown,Unknown,Unknown
,1970.0,Unprovoked,Basrah,Shatt-Al-Arab River,Female,Unknown,False,Afternoon,Unknown Shark,Adult,Other/Unknown,Asia,Afternoon,Afternoon,Unknown
,1970.0,Unprovoked,Basrah,Shatt-Al-Arab River Near Abu Al Khasib,Female,Unknown,False,,Unknown Shark,Adult,Other/Unknown,Asia,Unknown,Unknown,Unknown
,1970.0,Unprovoked,Basrah,Shatt-Al-Arab River,Male,Fatal injury,True,12h00,Unknown Shark,Adult,In Water,Asia,Afternoon,Afternoon,Unknown
,1970.0,Unprovoked,Basrah,Shatt-Al-Arab River,Male,Unknown,False,Afternoon,Unknown Shark,Adult,On Boat,Asia,Afternoon,Afternoon,Unknown
1969-11-30,1969.0,Unprovoked,Western Australia,"Swan River, 13 Miles Upstream",Male,Unknown,False,Afternoon,Unknown Shark,Teen,In Water,Oceania,Afternoon,Afternoon,Unknown
1969-11-11,1969.0,Unprovoked,Hawaii,"BarberÂS Point, O'Ahu",Male,Unknown,False,,Unknown Shark,,In Water,Other/Unknown,Unknown,Unknown,Unknown
1969-11-05,1969.0,Provoked,New South Wales,"Marineland, Sydney",Male,Unknown,False,,Unknown Shark,Adult,Other/Unknown,Oceania,Unknown,Unknown,Unknown
1969-10-14,1969.0,Unprovoked,Hawaii,Hawaii,Male,No injury,False,Morning,Oceanic Whitetip Shark,,In Water,Other/Unknown,Morning,Morning,Unknown
1969-09-06,1969.0,Unprovoked,California,"Bird Rock, Tomales Point, Near Marin County / Sonoma County Border",Male,Unknown,False,11h20,Great White Shark,Adult,In Water,Other/Unknown,Morning,Morning,Unknown
1969-08-29,1969.0,Unprovoked,Florida,"North Beach, St. Lucie County",Male,Unknown,False,Afternoon,Unknown Shark,,Other/Unknown,Other/Unknown,Afternoon,Afternoon,Unknown
1969-08-22,1969.0,Provoked,Massachusetts,40 Miles South Of Nantucket,Male,Unknown,False,,Unknown Shark,Adult,On Boat,Other/Unknown,Unknown,Unknown,Unknown
1969-08-02,1969.0,Unprovoked,Florida,"New Smyrna Beach, Volusia County",Male,Unknown,False,Morning,Unknown Shark,Teen,In Water,Other/Unknown,Morning,Morning,United States
1969-08-02,1969.0,Unprovoked,Florida,"St. Petersburg, Pinnellas County",Male,Unknown,False,16h30,Unknown Shark,Teen,In Water,Other/Unknown,Afternoon,Evening,Unknown
,1969.0,Unprovoked,,,Male,Unknown,False,,Unknown Shark,Adult,Other/Unknown,Other/Unknown,Unknown,Unknown,Unknown
1969-07-27,1969.0,Provoked,,,Male,Unknown,False,,Unknown Shark,,Other/Unknown,Europe,Unknown,Unknown,Unknown
1969-07-22,1969.0,Provoked,Florida,Florida Keys,Male,Unknown,False,16h00,Nurse Shark,Teen,Other/Unknown,Other/Unknown,Afternoon,Evening,United States
1969-07-20,1969.0,Unprovoked,California,"Pigeon Point, San Mateo County",Male,Minor injury,False,13h00,Great White Shark,,In Water,Other/Unknown,Afternoon,Afternoon,Unknown
1969-06-27,1969.0,Unprovoked,Florida,Florida Keys,Male,Unknown,False,1600,Unknown Shark,Adult,Other/Unknown,Other/Unknown,Unknown,Unknown,United States
1969-06-12,1969.0,Unprovoked,Clarendon,Off Rocky Point,Male,Unknown,False,Morning,Unknown Shark,Adult,In Water,Caribbean,Morning,Morning,Unknown
,1969.0,Unprovoked,Florida,Sarasota County,Male,No injury,False,20h00,Unknown Shark,Child,Other/Unknown,Other/Unknown,Evening,Overnight,Unknown
1969-05-25,1969.0,Provoked,Texas,Packery Channel,Male,Unknown,False,19h00,Unknown Shark,,On Boat,Other/Unknown,Evening,Evening,Unknown
1969-05-24,1969.0,Provoked,Florida,Sarasota County,Male,Unknown,False,11h00,Nurse Shark,Adult,In Water,Other/Unknown,Morning,Morning,Unknown
1969-05-22,1969.0,Unprovoked,,,Male,Unknown,False,16h00,Unknown Shark,Teen,In Water,Caribbean,Afternoon,Evening,Unknown
1969-05-14,1969.0,Unprovoked,Queensland,Broomfield Reef,Unknown,Unknown,False,,Unknown Shark,,Other/Unknown,Oceania,Unknown,Unknown,Unknown
1969-04-22,1969.0,Invalid,New South Wales,"Kingscliffe Beach, South Of Tweed Heads",Male,No injury,False,,Unknown Shark,,Other/Unknown,Oceania,Unknown,Unknown,Unknown
1969-08-19,1969.0,Provoked,Florida,"Marathon, Monroe County",Male,Unknown,False,,Lemon Shark,,On Boat,Other/Unknown,Unknown,Unknown,United States
1969-03-25,1969.0,Provoked,New South Wales,Newcastle,Male,Unknown,False,,Shortfin Mako Shark,Senior,Other/Unknown,Oceania,Unknown,Unknown,Unknown
1969-03-09,1969.0,Unprovoked,Hawaii,"Makaha, O'Ahu",Male,Unknown,False,17h30,Great White Shark,Teen,In Water,Other/Unknown,Afternoon,Evening,Unknown
,1969.0,Provoked,Tasmania,Taroona,Male,Unknown,False,Daytime,Unknown Shark,Adult,On Boat,Oceania,Unknown,Unknown,Unknown
,1969.0,Invalid,Queensland,Cooktown,Male,Unknown,False,,Unknown Shark,Adult,In Water,Oceania,Unknown,Unknown,Unknown
1969-01-27,1969.0,Unprovoked,New South Wales,Beecroft Head,Male,Unknown,False,07h30,Unknown Shark,Adult,In Water,Oceania,Morning,Morning,Unknown
,1969.0,Unprovoked,Victoria,Port Macdonnel,Male,Minor injury,False,,Carpet Shark,,Other/Unknown,Oceania,Unknown,Unknown,Unknown
,1969.0,Provoked,Eleuthera,,Unknown,No injury,False,,Unknown Shark,,Other/Unknown,North America,Unknown,Unknown,Unknown
1968-12-29,1968.0,Invalid,Kwazulu-Natal,Port St. John'S,Male,No injury,False,,Unknown Shark,,In Water,Unknown,Unknown,Unknown,Unknown
1968-12-26,1968.0,Provoked,New South Wales,"Marineland Aquarium, Manley, Sydney",Male,Unknown,False,Morning,Grey Nurse Shark,Adult,Other/Unknown,Oceania,Morning,Morning,Unknown
1968-12-25,1968.0,Unprovoked,South Island,"St. Clair Beach, Dunedin",Male,Unknown,False,17h45,Great White Shark,Teen,In Water,Oceania,Afternoon,Evening,Unknown
1968-12-09,1968.0,Unprovoked,South Australia,Thistle Island,Male,Unknown,False,,Great White Shark,,Other/Unknown,Oceania,Unknown,Unknown,Unknown
1968-12-02,1968.0,Unprovoked,Kwazulu-Natal,"Bluff, Durban",Male,No injury,False,,Hammerhead Shark,Adult,On Boat,Unknown,Unknown,Unknown,Unknown
,1968.0,Invalid,Kwazulu-Natal,,Male,No injury,False,,Unknown Shark,Adult,Other/Unknown,Unknown,Unknown,Unknown,Unknown
1968-11-06,1968.0,Boat,Kwazulu-Natal,Ramsgate,Male,Unknown,False,,Unknown Shark,Adult,On Boat,Unknown,Unknown,Unknown,Unknown
1968-11-04,1968.0,Sea Disaster,Madang Province,,Unknown,Unknown,False,,Unknown Shark,,Other/Unknown,Oceania,Unknown,Unknown,Unknown
1968-11-02,1968.0,Provoked,Western Australia,,Male,Unknown,False,15h00,Unknown Shark,Teen,Other/Unknown,Oceania,Afternoon,Afternoon,Unknown
1968-10-29,1968.0,Provoked,,,Male,Unknown,False,22h00,Unknown Shark,,Other/Unknown,North America,Overnight,Overnight,Unknown
1968-10-13,1968.0,Unprovoked,Florida,"Egmont Key, Hillsborough County",Male,Unknown,False,,Bull Shark,,On Boat,Other/Unknown,Unknown,Unknown,Unknown
1968-10-10,1968.0,Sea Disaster,Moro Gulf,,Unknown,Unknown,False,,Unknown Shark,,On Boat,Asia,Unknown,Unknown,Unknown
1968-09-22,1968.0,Invalid,Florida,"Riviera Beach, Palm Beach County",Unknown,Unknown,False,12h48,Unknown Shark,,In Water,Other/Unknown,Afternoon,Afternoon,United States
1968-09-15,1968.0,Unprovoked,South Island,Otago Harbor,Male,Fatal injury,True,10h15,Great White Shark,Adult,On Boat,Oceania,Morning,Morning,Unknown
1968-08-24,1968.0,Unprovoked,Florida,Half Mile North Of Juno Beach Pier,Unknown,Unknown,False,16h00,Hammerhead Shark,,Other/Unknown,Other/Unknown,Afternoon,Evening,Unknown
1968-08-21,1968.0,Unprovoked,Florida,Okaloosa County,Male,Unknown,False,17h00,Unknown Shark,Teen,In Water,Other/Unknown,Afternoon,Evening,Unknown
1968-08-13,1968.0,Unprovoked,Society Islands,Tahiti,Male,Unknown,False,,Unknown Shark,Child,In Water,Oceania,Unknown,Unknown,Unknown
1968-08-11,1968.0,Unprovoked,Johor,Pulau Aur,Unknown,Unknown,False,08h00,Unknown Shark,Adult,Other/Unknown,Asia,Morning,Morning,Unknown
1968-08-08,1968.0,Unprovoked,Magdalena Department,"Makuaka CaÃ±o, Taganga",Male,Unknown,False,10h30,Unknown Shark,Teen,On Boat,Other/Unknown,Morning,Morning,Unknown
1968-07-27,1968.0,Unprovoked,California,"Bodega Rock, Sonoma County",Male,Unknown,False,11h00,Great White Shark,Adult,In Water,Other/Unknown,Morning,Morning,Unknown
1968-07-23,1968.0,Unprovoked,Florida,Florida Keys,Male,Unknown,False,13h30,Unknown Shark,Adult,Other/Unknown,Other/Unknown,Afternoon,Afternoon,United States
1968-07-16,1968.0,Unprovoked,South Carolina,"Stono Inlet, Near Charleston, Charleston County",Male,Unknown,False,Afternoon,Unknown Shark,Adult,On Boat,Other/Unknown,Afternoon,Afternoon,Unknown
1968-07-10,1968.0,Unprovoked,Great Exuma Island,Children'S Bay Cay Near Rollerville,Male,Fatal injury,True,,Unknown Shark,,In Water,North America,Unknown,Unknown,Unknown
,1968.0,Invalid,Baja California,,Male,No injury,False,Afternoon,Unknown Shark,Adult,Other/Unknown,North America,Afternoon,Afternoon,Unknown
1968-06-25,1968.0,Unprovoked,Eleuthera,Spanish Wells ,Male,Unknown,False,,Caribbean Reef Shark,Teen,On Boat,North America,Unknown,Unknown,Unknown
1968-06-09,1968.0,Unprovoked,Florida,"Mullet Key, Pinellas County",Male,Unknown,False,09h30,Unknown Shark,Teen,Other/Unknown,Other/Unknown,Morning,Morning,Unknown
,1968.0,Unprovoked,,,Male,Unknown,False,,Unknown Shark,,Other/Unknown,Europe,Unknown,Unknown,Unknown
1968-05-18,1968.0,Invalid,Mafia Island,,Unknown,Unknown,False,,Unknown Shark,,Other/Unknown,Africa,Unknown,Unknown,Unknown
,1968.0,Unprovoked,New Ireland Province,,Male,Unknown,False,,Unknown Shark,Teen,In Water,Oceania,Unknown,Unknown,Unknown
1968-04-29,1968.0,Invalid,Florida,"Fort Lauderdale, Broward County",Male,Unknown,False,14h00,Unknown Shark,Senior,Other/Unknown,Other/Unknown,Afternoon,Afternoon,United States
1968-04-20,1968.0,Unprovoked,Florida,"Palm Beach Shores, Riviera Beach, Singer Island, Palm Beach County",Male,Unknown,False,12h30,Silky Shark,Child,Other/Unknown,Other/Unknown,Afternoon,Afternoon,Unknown
1968-04-15,1968.0,Unprovoked,New South Wales,South Coast,Male,Unknown,False,,Bronze Whaler Shark,Adult,In Water,Oceania,Unknown,Unknown,Unknown
,1968.0,Unprovoked,Gulf Province,Orokolo Bay,Male,Fatal injury,True,,Unknown Shark,Child,In Water,Oceania,Unknown,Unknown,Unknown
1968-04-07,1968.0,Provoked,New South Wales,Stockton Bight,Male,Unknown,False,Early morning,Bronze Whaler Shark,Adult,Other/Unknown,Oceania,Morning,Morning,Unknown
1968-03-25,1968.0,Unprovoked,Kwazulu-Natal,Richards Bay,Male,Unknown,False,Afternoon,Unknown Shark,Adult,Other/Unknown,Unknown,Afternoon,Afternoon,Unknown
1968-03-10,1968.0,Unprovoked,Florida,"Jensen Beach, Martin County",Male,Unknown,False,Afternoon,Unknown Shark,Adult,In Water,Other/Unknown,Afternoon,Afternoon,United States
,1968.0,Invalid,Florida,Florida Keys,Male,No injury,False,Night,Unknown Shark,Adult,Other/Unknown,Other/Unknown,Overnight,Overnight,United States
1968-02-26,1968.0,Unprovoked,Florida,Palm Beach County,Male,Unknown,False,13h30,Unknown Shark,Teen,In Water,Other/Unknown,Afternoon,Afternoon,United States
1968-02-20,1968.0,Unprovoked,Western Australia,Swan River,Female,Unknown,False,Late afternoon,Unknown Shark,Teen,In Water,Oceania,Afternoon,Afternoon,Unknown
1968-02-18,1968.0,Provoked,North Island,"Pilot Bay, Mt Maunganui ",Female,Unknown,False,,Unknown Shark,,Other/Unknown,Oceania,Unknown,Unknown,Unknown
1968-02-04,1968.0,Unprovoked,South Australia,Cape Jervis,Male,No injury,False,18h30,Bronze Whaler Shark,Adult,On Boat,Oceania,Evening,Evening,Unknown
1968-02-02,1968.0,Unprovoked,New South Wales,Brunswick Heads,Unknown,Unknown,False,,Unknown Shark,,Other/Unknown,Oceania,Unknown,Unknown,Australia
,1968.0,Unprovoked,,,Unknown,No injury,False,,Unknown Shark,Adult,In Water,Africa,Unknown,Unknown,Unknown
1968-01-17,1968.0,Unprovoked,Morobe Province,Finschafen,Unknown,Fatal injury,True,17h30,Unknown Shark,Teen,In Water,Oceania,Afternoon,Evening,Unknown
,1968.0,Unprovoked,LimÃ³n Province,Parismina,Male,Fatal injury,True,,Unknown Shark,,In Water,North America,Unknown,Unknown,Unknown
,1968.0,Invalid,Florida,"Key West, Monroe County",Unknown,Unknown,False,13h00,Unknown Shark,,In Water,Other/Unknown,Afternoon,Afternoon,Unknown
,1968.0,Invalid,Florida,"Jensen Beach, Martin County",Unknown,Unknown,False,17h00,Unknown Shark,,In Water,Other/Unknown,Afternoon,Evening,United States
1967-12-30,1967.0,Unprovoked,Western Cape Province,Mossel Bay,Male,Unknown,False,14h00,Unknown Shark,Adult,In Water,Unknown,Afternoon,Afternoon,South Africa
